MetadataType,ComponentName,Namespace,LastModifiedDate
FieldSrcTrgtRelationship,ssot__ProductOrderEngagement_EngagementPublicationId_map_SMSPublication_Id_N_1_1645552388081,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__WebsiteItemEngagement_EngagementChannelActionId_map_EngagementChannelAction_Id_N_1,ssot,2025-04-09T10:44:03.000Z
FieldSrcTrgtRelationship,ssot__EmailMessage_LastModifiedById_map_User_Id_N_1,ssot,2025-04-09T10:44:06.000Z
FieldSrcTrgtRelationship,ssot__VehiclePerformanceSummary_FuelEfficiencyUomId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__LearningPathwayTemplateItem_LearningPathwayTemplateId_map_LearningPathwayTemplate_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__CareObservation_AdditionalCode1Id_map_CodeSet_Id_N_1,ssot,2025-04-09T10:44:08.000Z
FieldSrcTrgtRelationship,ssot__SurveyResponse_SurveyVersionId_map_SurveyVersion_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__GoodsProduct_Id_map_LoyaltyPartnerProduct_ProductId_N_1_1645552384658,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProduct_SellerAccountId_map_Account_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__LearningProgramPlanRqmt_LearningProgramPlanId_map_LearningProgramPlan_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__HealthcarePerformer_SourceServiceReferenceId_map_PatientImmunization_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationDispense_StatusReasonCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:07.000Z
FieldSrcTrgtRelationship,ssot__InPersonMeeting_LocationID_map_Location_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__ClaimPayment_PaymentTypeId_map_CodeSet_Id_N_1,ssot,2025-04-09T10:44:00.000Z
FieldSrcTrgtRelationship,ssot__ResearchStudyIdentifier_ResearchStudyId_map_ResearchStudy_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__Vehicle_RearRimSizeUomId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__RegulationClauseVersion_RegulationClauseId_map_RegulationClause_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__RegulationClause_RegulationId_map_Regulation_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__LearnerProgram_LearningProgramPlanId_map_LearningProgramPlan_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyTransactionJournal_Id_map_Voucher_LoyaltyTransactionJournalId_N_1_1645552388523,ssot,2025-04-09T10:43:51.000Z
FieldSrcTrgtRelationship,ssot__ShoppingCartEngagement_MarketSegmentId_map_MarketSegment_Id_N_1_1645552380970,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__InventoryTransfer_ReturnOrderProductId_map_ReturnOrderProduct_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__GiftEntry_GiftDesignation1Id_map_GiftDesignation_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__ActivityTiming_RepetitionCycleUOMId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__SuggestedAssessmentReason_SuggestedAssessmentDefId_map_SuggestedAssessmentDefinition_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__CareRequestItem_ModifiedProcedureCodeSetId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__ClinicalEncounterDiagnosis_DiagnosisId_map_PatientMedicalProcedure_Id_N_1,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__GoalAssignment_GoalAssigneeId_map_AccountContact_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__PromotionEngagement_EngagementChannelActionId_map_EngagementChannelAction_Id_N_1,ssot,2025-04-09T10:44:03.000Z
FieldSrcTrgtRelationship,ssot__CareBarrierDeterminant_CareDeterminantId_map_CareDeterminant_Id_N_1,ssot,2025-04-09T10:44:11.000Z
FieldSrcTrgtRelationship,ssot__ActivityParticipant_ActivityId_map_Activity_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__SMSTemplate_Id_map_DeviceApplicationTemplate_ParentEngagementAssetId_N_1_1645552387323,ssot,2025-04-09T10:44:07.000Z
FieldSrcTrgtRelationship,ssot__BudgetCategoryValue_BudgetPeriodId_map_BudgetPeriod_Id_N_1,ssot,2025-04-09T10:44:10.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationStatementIdentifier_IdentifierTypeCodeId_map_CodeSet_Id_N_1,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__CareProgramEnrollee_PatientId_map_Patient_Id_N_1,ssot,2025-04-09T10:44:12.000Z
FieldSrcTrgtRelationship,ssot__Promotion_LeadId_map_Lead_Id_N_1_1645552387022,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__ProductBrowseEngagement_ProductId_map_MasterProduct_Id_N_1_1645552382291,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__ClinicalEncounterIdentifier_IdentificationTypeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__EngagementChannelType_Id_map_MessageEngagement_EngagementChannelTypeId_N_1_1645552382175,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__AdverseEvent_SiteId_map_HealthcareFacility_Id_N_1,ssot,2025-04-09T10:44:02.000Z
FieldSrcTrgtRelationship,ssot__ActionableListMember_ActionableListId_map_ActionableList_Id_N_1,ssot,2025-04-09T10:43:47.000Z
FieldSrcTrgtRelationship,ssot__FlowVersion_FlowId_map_Flow_Id_N_1,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__LearnerProgram_OpportunityId_map_Opportunity_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__PayGradeStep_PayGradeId_map_PayGrade_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderDeliveryGroup_ContactPointAddressId_map_ContactPointAddress_Id_N_1,ssot,2025-04-09T10:44:07.000Z
FieldSrcTrgtRelationship,ssot__PatientHealthReaction_CareObservationId_map_CareObservation_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__MessageEngagement_Id_map_EngagementTopic_EngagementId_N_1_1645552385127,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__CourseOfferingParticipant_ParticipantContactId_map_Individual_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__AdverseEventOutcome_OutcomeCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:43:47.000Z
FieldSrcTrgtRelationship,ssot__AdverseEventContributingFactor_ContributingFactorId_map_PatientMedicationStatement_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationRequest_ReasonReferenceId_map_PatientHealthCondition_Id_N_1,ssot,2025-04-09T10:44:19.000Z
FieldSrcTrgtRelationship,ssot__PatientRegisteredDeviceIdentifier_IdentifierTypeCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:08.000Z
FieldSrcTrgtRelationship,ssot__RegulatoryCodeViolation_RelatedContextId_map_Complaint_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__ContactPointAddress_Id_map_ContactPointConsent_ContactPointId_N_1_1645552383746,ssot,2025-04-09T10:44:07.000Z
FieldSrcTrgtRelationship,ssot__PatientImmunization_TargetDiseaseCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__PartyExpense_PayeeId_map_Party_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProduct_SalesModelId_map_SalesModel_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__GiftCommitment_CampaignId_map_Campaign_Id_N_1,ssot,2025-04-09T10:43:52.000Z
FieldSrcTrgtRelationship,ssot__MediaEngagement_UtmId_map_Campaign_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__Location_LastModifiedById_map_User_Id_N_1,ssot,2025-04-09T10:44:05.000Z
FieldSrcTrgtRelationship,ssot__IndicatorAssignment_OutcomeIntentId_map_OutcomeIntent_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__DigitalSignature_SignatureContextId_map_ServiceAppointment_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__ProgramEnrollmentEligibilityCriteria_EnrollmentEligibilityCriteriaId_map_EnrollmentEligibilityCriteria_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__EmailEngagement_AccountContactId_map_AccountContact_Id_N_1_1645552386672,ssot,2025-04-09T10:44:05.000Z
FieldSrcTrgtRelationship,ssot__CareRequestDiagnosis_CareRequestCaseID_map_Case_Id_N_1,ssot,2025-04-09T10:43:58.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProduct_ProductId_map_GoodsProduct_Id_N_1_1645552388592,ssot,2025-04-09T10:43:57.000Z
FieldSrcTrgtRelationship,ssot__FundingAwardRequirement_AssignedContactId_map_AccountContact_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__ProductCategory_Id_map_ProductCategoryProduct_ProductCategoryId_N_1_1645552385196,ssot,2025-04-09T10:44:19.000Z
FieldSrcTrgtRelationship,ssot__AuthorizationFormConsent_PartyId_map_Individual_Id_N_1_1645552381503,ssot,2025-04-09T10:44:08.000Z
FieldSrcTrgtRelationship,ssot__ServiceRequest_SubmitterId_map_User_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__Case_ParentCaseId_map_Case_Id_N_1,ssot,2025-04-09T10:44:20.000Z
FieldSrcTrgtRelationship,ssot__EducationalInfoRequest_AcademicDurationId_map_AcademicTerm_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__CareRequestDrug_MedicationReferenceId_map_PatientMedicationStatement_Id_N_1,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__Contract_CreatedById_map_User_Id_N_1,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyTransactionJournal_BrandId_map_Brand_Id_N_1_1645552388463,ssot,2025-04-09T10:43:58.000Z
FieldSrcTrgtRelationship,ssot__PromotionItemEngagement_IndividualId_map_Individual_Id_N_1,ssot,2025-04-09T10:44:06.000Z
FieldSrcTrgtRelationship,ssot__ConvChannelEngagementSummary_RelatedRecordId_map_BenefitAssignment_Id_N_1,ssot,2025-04-09T10:44:00.000Z
FieldSrcTrgtRelationship,ssot__GoodsProduct_Id_map_SalesOrderProduct_ProductId_N_1_1645552384681,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__Location_CreatedById_map_User_Id_N_1,ssot,2025-04-09T10:44:02.000Z
FieldSrcTrgtRelationship,ssot__LinkedKnowledgeArticle_CreatedById_map_User_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__MailLetterEngagement_EngagementActionId_map_EngagementAction_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__ContactPointAddress_Id_map_WebSearchEngagement_ContactPointId_N_1_1645552383656,ssot,2025-04-09T10:44:13.000Z
FieldSrcTrgtRelationship,ssot__Conversation_CreatedById_map_User_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationStatement_StatusReasonCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__WarrantyTerm_OwnerId_map_UserGroup_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyLedger_PromotionId_map_Promotion_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__CareObservationItem_ObservedValueUnit_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:44:11.000Z
FieldSrcTrgtRelationship,ssot__CostBookEntry_CostBookId_map_CostBook_Id_N_1,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__PromotionStageTemplate_ReferrerJournalSubType_map_LoyaltyJournalType_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__WebSearchEngagement_AccountContactId_map_AccountContact_Id_N_1_1645552386120,ssot,2025-04-09T10:44:11.000Z
FieldSrcTrgtRelationship,ssot__KnowledgeArticleVersion_MasterVersionId_map_KnowledgeArticleVersion_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__BenefitSchedule_BenefitId_map_ProgramBenefit_Id_N_1,ssot,2025-04-09T10:44:12.000Z
FieldSrcTrgtRelationship,ssot__InventoryRequest_SourceLocationId_map_Location_Id_N_1,ssot,2025-04-09T10:43:58.000Z
FieldSrcTrgtRelationship,ssot__CourseOfferingParticipant_ParticipantAccountId_map_AccountContact_Id_N_1,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__ProductServiceCampaign_ProductId_map_Product_Id_N_1,ssot,2025-04-09T10:44:19.000Z
FieldSrcTrgtRelationship,ssot__Opportunity_CustomerAccountId_map_Account_Id_N_1_1645552387608,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyMembershipLifecycle_OrderItemId_map_SalesOrderProduct_Id_N_1,ssot,2025-04-09T10:43:53.000Z
FieldSrcTrgtRelationship,ssot__CareProgramProduct_CareProgramId_map_CareProgram_Id_N_1,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__ContactPointConsent_ContactPointId_map_ContactPointSocial_Id_N_1_1645552388839,ssot,2025-04-09T10:44:05.000Z
FieldSrcTrgtRelationship,ssot__ShoppingCartEngagement_AccountContactId_map_AccountContact_Id_N_1_1645552380788,ssot,2025-04-09T10:43:47.000Z
FieldSrcTrgtRelationship,ssot__FundingAward_AccountContactId_map_AccountContact_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__GoodsProduct_Id_map_ProductBrowseEngagement_ProductId_N_1_1645552384693,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProductTax_SalesOrderProductId_map_SalesOrderProduct_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyProgramPartnerPromotion_LoyaltyProgramPartnerId_map_LoyaltyProgramPartner_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__BenefitItemCode_ReferenceItemCodeId_map_CodeSet_Id_N_1,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__GoodsProduct_Id_map_BundleProduct_MasterProductId_N_1_1645552384601,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__VehicleTelematicsEvent_VehicleId_map_Vehicle_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__CaseProceedingComplaint_CaseProceedingId_map_CaseProceeding_Id_N_1,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationDosage_ParentReferenceRecordId_map_PatientMedicationDispense_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__ProductOrderEngagement_MarketSegmentId_map_MarketSegment_Id_N_1_1645552388238,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__ClinicalEncounterServiceRequest_ClinicalServiceRequest_map_ClinicalServiceRequest_Id_N_1,ssot,2025-04-09T10:43:57.000Z
FieldSrcTrgtRelationship,ssot__CarePlanTemplateGoal_CarePlanTemplateId_map_CarePlanTemplate_Id_N_1,ssot,2025-04-09T10:44:11.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyPartnerProduct_ProductId_map_GoodsProduct_Id_N_1_1645552388729,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationStatementDetail_DetailCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__Medication_QuantityUnitId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__ContactPointConsent_ContactPointId_map_ContactPointEmail_Id_N_1_1645552388817,ssot,2025-04-09T10:44:04.000Z
FieldSrcTrgtRelationship,ssot__ClinicalEncounter_RelatedClinicalEncounterId_map_ClinicalEncounter_Id_N_1,ssot,2025-04-09T10:44:00.000Z
FieldSrcTrgtRelationship,ssot__OpportunityInfluence_EngagementChannelActionId_map_EngagementChannelAction_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationRequest_RelatedPatientMedicationRequestId_map_PatientMedicationRequest_Id_N_1,ssot,2025-04-09T10:44:21.000Z
FieldSrcTrgtRelationship,ssot__Voucher_VoucherDefinitionId_map_VoucherDefinition_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__PromotionEngagement_PromotionObjectId_map_Promotion_Id_N_1,ssot,2025-04-09T10:44:19.000Z
FieldSrcTrgtRelationship,ssot__GoodsProduct_Id_map_OrderDeliveryMethod_ProductId_N_1_1645552384706,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProductPriceAdjustmentTax_TaxId_map_Tax_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__ProductServiceCampaignItem_ProductId_map_Product_Id_N_1,ssot,2025-04-09T10:44:19.000Z
FieldSrcTrgtRelationship,ssot__OutreachSummary_CampaignId_map_Campaign_Id_N_1,ssot,2025-04-09T10:43:51.000Z
FieldSrcTrgtRelationship,ssot__WorkOrderItem_DurationUOMId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:44:18.000Z
FieldSrcTrgtRelationship,ssot__PartyPhilanthropicAssessment_ResponsiblePersonId_map_User_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicalProcedure_RecordCreatedById_map_HealthcareProvider_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__OutcomeActivity_ProgramId_map_Program_Id_N_1,ssot,2025-04-09T10:43:51.000Z
FieldSrcTrgtRelationship,ssot__ClinicalServiceRequestDetail_DetailRecordId_map_PatientRegisteredDevice_Id_N_1,ssot,2025-04-09T10:43:57.000Z
FieldSrcTrgtRelationship,ssot__Lead_PhoneContactPointId_map_ContactPointPhone_Id_N_1_1645552387843,ssot,2025-04-09T10:44:00.000Z
FieldSrcTrgtRelationship,ssot__ContactPointAddress_Id_map_DeviceApplicationEngagement_ContactPointId_N_1_1645552383587,ssot,2025-04-09T10:44:06.000Z
FieldSrcTrgtRelationship,ssot__SalesOrder_WebStoreSalesStoreId_map_WebStore_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__Account_AutoPaymentMethodId_map_Voucher_Id_N_1_1644492261148,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__EngagementChannelTypeConsent_ConsentStatusId_map_ConsentStatus_Id_N_1_1645552389221,ssot,2025-04-09T10:44:03.000Z
FieldSrcTrgtRelationship,ssot__ClaimPaymentDetail_ClaimItemId_map_ClaimItem_Id_N_1,ssot,2025-04-09T10:44:11.000Z
FieldSrcTrgtRelationship,ssot__SMSPublication_Id_map_ShoppingCartEngagement_EngagementPublicationId_N_1_1645552385854,ssot,2025-04-09T10:44:18.000Z
FieldSrcTrgtRelationship,ssot__ConvChannelEngagementSummary_RelatedRecordId_map_FinancialGoal_Id_N_1,ssot,2025-04-09T10:43:52.000Z
FieldSrcTrgtRelationship,ssot__WebsiteItemEngagement_PersonalizationContentId_map_PersonalizationLog_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__CareProgramEnrollmentCard_CareProgramEnrolleeId_map_CareProgramEnrollee_Id_N_1,ssot,2025-04-09T10:44:10.000Z
FieldSrcTrgtRelationship,ssot__Application_SubmittedBy_map_AccountContact_Id_N_1,ssot,2025-04-09T10:43:51.000Z
FieldSrcTrgtRelationship,ssot__MasterProduct_MasterProductId_map_BundleProduct_Id_N_1_1645552386738,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__ClaimItem_CoverageCategoryCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:10.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyProgramMemberAttributeValue_LoyaltyProgramMemberId_map_LoyaltyProgramMember_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__Individual_Id_map_ProductBrowseEngagement_IndividualId_N_1_1645552384390,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__WorkOrderItem_SalesOrderId_map_SalesOrder_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicalProcedure_ReasonReferenceId_map_PatientMedicalProcedure_Id_N_1,ssot,2025-04-09T10:44:20.000Z
FieldSrcTrgtRelationship,ssot__Individual_Id_map_LoyaltyProgramMember_PartyId_N_1_1645552384345,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__LearningPathwayTmplPgmPlan_LearningProgramPlanId_map_LearningProgramPlan_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__ClaimItem_InsurancePolicyAssetId_map_InsurancePolicyAsset_Id_N_1,ssot,2025-04-09T10:43:52.000Z
FieldSrcTrgtRelationship,ssot__EmailTemplate_Id_map_MessageEngagement_EngagementAssetId_N_1_1645552385362,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__WorkResourceAbsence_LastModifiedById_map_User_Id_N_1,ssot,2025-04-09T10:44:16.000Z
FieldSrcTrgtRelationship,ssot__Opportunity_PartnerAccountId_map_Account_Id_N_1,ssot,2025-04-09T10:43:57.000Z
FieldSrcTrgtRelationship,ssot__NetworkUsage_DurationVolumeUOMId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__WebsiteEngagement_WebsitePublicationId_map_WebsitePublication_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__Household_PartyId_map_Party_Id_N_1,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__PatientImmunization_MedicationId_map_Medication_Id_N_1,ssot,2025-04-09T10:43:58.000Z
FieldSrcTrgtRelationship,ssot__LearnerPathwayItem_LearningPathwayTemplateItemId_map_LearningPathwayTemplateItem_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__Case_Id_map_ShoppingCartEngagement_CaseId_N_1_1645552387257,ssot,2025-04-09T10:44:18.000Z
FieldSrcTrgtRelationship,ssot__EngagementChannelUsage_EngagementChannelId_map_EngagementChannel_Id_N_1,ssot,2025-04-09T10:44:02.000Z
FieldSrcTrgtRelationship,ssot__LeadEngagement_IndividualId_map_Individual_Id_N_1,ssot,2025-04-09T10:43:54.000Z
FieldSrcTrgtRelationship,ssot__LoyaltyProgramMemberBadge_LoyaltyProgramBadgeId_map_LoyaltyProgramBadge_Id_N_1,ssot,2025-04-09T10:43:49.000Z
FieldSrcTrgtRelationship,ssot__SMSTemplate_Id_map_SMSPublication_EnagementAssetId_N_1_1645552387368,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__PaymentRequest_SubmittingAccountId_map_Account_Id_N_1,ssot,2025-04-09T10:44:20.000Z
FieldSrcTrgtRelationship,ssot__Opportunity_PreviousOpportunityId_map_Opportunity_Id_N_1,ssot,2025-04-09T10:43:50.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderChangeLog_ChangeSalesOrderProductId_map_SalesOrderProduct_Id_N_1,ssot,2025-04-09T10:44:14.000Z
FieldSrcTrgtRelationship,ssot__PatientMedicationStatementDetail_DetailRecordId_map_PatientMedicationDispense_Id_N_1,ssot,2025-04-09T10:44:17.000Z
FieldSrcTrgtRelationship,ssot__ClinicalAlert_RaisedById_map_HealthcareProvider_Id_N_1,ssot,2025-04-09T10:43:56.000Z
FieldSrcTrgtRelationship,ssot__LocationGroupProdExclChg_LocationGroupId_map_LocationGroup_Id_N_1,ssot,2025-04-09T10:43:48.000Z
FieldSrcTrgtRelationship,ssot__BenefitDisbursement_UnitOfMeasureId_map_UnitOfMeasure_Id_N_1,ssot,2025-04-09T10:44:12.000Z
FieldSrcTrgtRelationship,ssot__CareDeterminant_AccountId_map_Account_Id_N_1,ssot,2025-04-09T10:44:01.000Z
FieldSrcTrgtRelationship,ssot__DeviceApplicationEngagement_ContactPointId_map_ContactPointSocial_Id_N_1_1645552390153,ssot,2025-04-09T10:44:10.000Z
FieldSrcTrgtRelationship,ssot__SalesOrder_BillToAccountId_map_Account_Id_N_1,ssot,2025-04-09T10:44:18.000Z
FieldSrcTrgtRelationship,ssot__CareProgramEnrollee_ResearchStudyCandidateId_map_ResearchStudyCandidate_Id_N_1,ssot,2025-04-09T10:44:12.000Z
FieldSrcTrgtRelationship,ssot__SalesOrderProduct_ProductId_map_MasterProduct_Id_N_1_1645552388604,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__UserGroupRelationship_UserGroupId_map_UserGroup_Id_N_1,ssot,2025-04-09T10:44:15.000Z
FieldSrcTrgtRelationship,ssot__Lead_ConvertedToOpportunityId_map_Opportunity_Id_N_1_1645552387669,ssot,2025-04-09T10:43:52.000Z
FieldSrcTrgtRelationship,ssot__PatientImmunization_RouteCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:43:59.000Z
FieldSrcTrgtRelationship,ssot__LeadEngagement_PersonalizationContentId_map_PersonalizationLog_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__CourseOfferingParticipation_CourseOfferingParticipantId_map_CourseOfferingParticipant_Id_N_1,ssot,2025-04-09T10:43:55.000Z
FieldSrcTrgtRelationship,ssot__CareObservationItem_ObservedValueCodeId_map_CodeSetBundle_Id_N_1,ssot,2025-04-09T10:44:07.000Z
